,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
16,17,Plate,SA–299,B,K02803,,≤25,1,3.0,550,325.0,427,NP,538,343,CS–3,"G10, S1, T1","G10, S1, T1","G10, S1, T1",158,158,158,158,158,158,158,158,158,158,133.0,107.0,88.1,67.6,50.8,33.7,21.3,12.9,,,,,,,,,,,,,,
