0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
15,"Sheet, strip",SA–1011,60,HSLAS,1,,,,520,410.0,NP,NP,316,316,CS–3,,,,148,148,147,147,145,144,144,144,144,143,,,,,,,,,,,,,,,,,,,,,,
16,Plate,SA–299,B,K02803,,>25,1,3.0,550,310.0,427,NP,538,343,CS–3,"G10, S1, T1","G10, S1, T1","G10, S1, T1",158,158,158,158,158,158,158,158,157,152,133.0,107.0,88.1,67.6,50.8,33.7,21.3,12.9,,,,,,,,,,,,,,
17,Plate,SA–299,B,K02803,,≤25,1,3.0,550,325.0,427,NP,538,343,CS–3,"G10, S1, T1","G10, S1, T1","G10, S1, T1",158,158,158,158,158,158,158,158,158,158,133.0,107.0,88.1,67.6,50.8,33.7,21.3,12.9,,,,,,,,,,,,,,
18,Forgings,SA–765,IV,K02009,,,1,3.0,550,345.0,NP,NP,371,NP,CS–3,,,,158,158,158,158,158,156,156,156,156,155,153.0,,,,,,,,,,,,,,,,,,,,,
19,Plate,SA–537,,K12437,3,≤65,1,3.0,550,380.0,NP,NP,371,343,CS–5,"G23, T1, W11","G23, T1, W11","G23, T1, W11",158,158,158,157,156,154,154,154,154,151,132.0,,,,,,,,,,,,,,,,,,,,,
20,Plate,SA–537,,K12437,2,≤65,1,3.0,550,415.0,NP,371,343,343,CS–5,"G23, S6, T1, W10, W11, W12","G23, S6, T1, W10, W11, W12","G23, S6, T1, W10, W11, W12",158,158,158,157,156,154,154,154,154,151,132.0,,,,,,,,,,,,,,,,,,,,,
21,Wld. pipe,SA–671,CD80,K12437,,≤65,1,3.0,550,415.0,NP,371,NP,NP,CS–5,"S6, T1, W10, W12","S6, T1, W10, W12","S6, T1, W10, W12",158,158,158,157,156,154,154,154,154,151,132.0,,,,,,,,,,,,,,,,,,,,,
22,Wld. pipe,SA–672,D80,K12437,,≤65,1,3.0,550,415.0,NP,371,NP,NP,CS–5,"S6, T1, W10, W12","S6, T1, W10, W12","S6, T1, W10, W12",158,158,158,157,156,154,154,154,154,151,132.0,,,,,,,,,,,,,,,,,,,,,
23,Wld. pipe,SA–691,CMSH–80,K12437,,≤65,1,3.0,550,415.0,NP,371,NP,NP,CS–5,"S6, T1, W10, W12","S6, T1, W10, W12","S6, T1, W10, W12",158,158,158,157,156,154,154,154,154,151,132.0,,,,,,,,,,,,,,,,,,,,,
24,Plate,SA–738,C,K02008,,≤65,1,3.0,550,415.0,NP,343,343,343,CS–5,"G23, W11","G23, W11","G23, W11",158,158,158,157,156,154,154,154,154,151,,,,,,,,,,,,,,,,,,,,,,
25,Plate,SA–841,B,,2,≤65,1,3.0,550,415.0,NP,NP,343,NP,CS–3,,,,158,158,158,158,158,158,158,158,158,158,,,,,,,,,,,,,,,,,,,,,,
26,"Plate, sheet, bar",SA–572,65,,,t ≤ 32,,,550,450.0,NP,NP,316,316,CS–3,,,,158,158,158,158,158,158,158,158,158,158,,,,,,,,,,,,,,,,,,,,,,
27,Plate,SA–612,,K02900,,12.5 < t ≤ 25,10C,1.0,560,345.0,NP,371,343,343,CS–3,T1,T1,T1,159,159,159,158,157,156,156,155,155,149,133.0,,,,,,,,,,,,,,,,,,,,,
28,Plate,SA–612,,K02900,,≤12.5,10C,1.0,570,345.0,NP,343,343,343,CS–3,,,,163,163,163,162,161,160,160,157,154,151,,,,,,,,,,,,,,,,,,,,,,
29,Plate,SA–738,B,K12007,,,1,3.0,585,415.0,NP,343,343,343,CS–5,,,,168,168,168,168,168,168,168,167,165,163,,,,,,,,,,,,,,,,,,,,,,
30,Forgings,SA–372,C,K04801,,,,,620,380.0,NP,NP,343,343,CS–3,W11,W11,W11,177,177,177,177,177,177,177,177,175,166,,,,,,,,,,,,,,,,,,,,,,
31,Plate,SA–724,A,K11831,,,1,4.0,620,485.0,NP,NP,371,343,CS–5,,,,177,177,177,176,175,173,173,173,173,165,148.0,,,,,,,,,,,,,,,,,,,,,
32,Plate,SA–724,C,K12037,,,1,4.0,620,485.0,NP,NP,371,343,CS–5,,,,177,177,177,176,175,173,173,173,173,165,148.0,,,,,,,,,,,,,,,,,,,,,
33,Plate,SA–724,B,K12031,,,1,4.0,655,515.0,NP,NP,371,343,CS–5,,,,187,187,187,186,185,183,183,183,179,165,158.0,,,,,,,,,,,,,,,,,,,,,
34,Plate,SA–737,B,K12001,,,1,2.0,485,345.0,NP,371,371,343,CS–3,T1,T1,T1,138,138,138,138,138,138,138,138,138,138,135.0,,,,,,,,,,,,,,,,,,,,,
35,Plate,SA/AS 1548,PT490N,,Normalized,≤150,1,2.0,490,,538,NP,538,NP,CS–2,"G10, G18, S1, T1","G10, G18, S1, T1","G10, G18, S1, T1",140,140,140,140,140,140,140,140,140,139,123.0,101.0,83.8,67.0,51.0,33.6,21.3,12.9,,,,,,,,,,,,,,
36,Plate,SA/AS 1548,PT490NR,,Norm. rld.,≤150,1,2.0,490,,538,NP,538,NP,CS–2,"G10, G18, S1, T1","G10, G18, S1, T1","G10, G18, S1, T1",140,140,140,140,140,140,140,140,140,139,123.0,101.0,83.8,67.0,51.0,33.6,21.3,12.9,,,,,,,,,,,,,,
37,Plate,SA/GB 713,Q370R,,Normalized,64 < t ≤ 100,1,2.0,510,330.0,427,NP,NP,NP,CS–3,T1,T1,T1,146,146,146,146,146,146,146,146,146,146,133.0,107.0,88.1,67.6,,,,,,,,,,,,,,,,,,
38,Plate,SA/GB 713,Q370R,,Normalized,36 < t ≤ 60,1,2.0,520,340.0,427,NP,NP,NP,CS–3,T1,T1,T1,149,149,149,149,149,149,149,149,149,149,133.0,107.0,88.1,67.6,,,,,,,,,,,,,,,,,,
39,Plate,SA/GB 713,Q370R,,Normalized,16 < t ≤ 36,1,2.0,530,360.0,427,NP,NP,NP,CS–3,T1,T1,T1,151,151,151,151,151,151,151,151,151,151,133.0,107.0,88.1,67.6,,,,,,,,,,,,,,,,,,
40,Plate,SA/GB 713,Q370R,,Normalized,10 ≤ t ≤ 16,1,2.0,530,370.0,427,NP,NP,NP,CS–3,T1,T1,T1,151,151,151,151,151,151,151,151,151,151,133.0,107.0,88.1,67.6,,,,,,,,,,,,,,,,,,
41,Plate,SA–737,C,K12202,,,1,3.0,550,415.0,NP,371,371,343,CS–3,,,,158,158,158,158,158,158,158,158,158,155,135.0,,,,,,,,,,,,,,,,,,,,,
42,Plate,SA–656,T3,,,≤50,1,1.0,414,345.0,NP,NP,NP,343,,,,,118,118,118,118,118,118,118,118,118,118,,,,,,,,,,,,,,,,,,,,,,
43,Plate,SA–656,T7,,,≤50,1,1.0,414,345.0,NP,NP,NP,343,,,,,118,118,118,118,118,118,118,118,118,118,,,,,,,,,,,,,,,,,,,,,,
44,Plate,SA–656,T3,,,≤40,1,2.0,483,414.0,NP,NP,NP,343,,,,,138,138,138,138,138,138,138,138,138,138,,,,,,,,,,,,,,,,,,,,,,
45,Plate,SA–656,T7,,,≤40,1,2.0,483,414.0,NP,NP,NP,343,,,,,138,138,138,138,138,138,138,138,138,138,,,,,,,,,,,,,,,,,,,,,,
