0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250A,,,20 < t ≤ 40,1.0,1.0,410,240.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250BR,,,20 < t ≤ 40,1.0,1.0,410,240.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
(23),Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250 B0,,,20 < t ≤ 40,1.0,1.0,410,240.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,(23)
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250C,,,20 < t ≤ 40,1.0,1.0,410,240.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,Plate,SA/EN 10028–2,P265GH,,,≤60,1.0,1.0,410,245.0,NP,NP,371,NP,CS–2,T1,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,106.0,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,Smls. tube,SA/EN 10216–2,P265GH,,,40 < t ≤ 60,1.0,1.0,410,245.0,538,NP,538,NP,CS–2,"G10, S1, T1",117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,105.0,88.9,75.3,62.7,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250A,,,t ≤ 20,1.0,1.0,410,250.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250BR,,,t ≤ 20,1.0,1.0,410,250.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
(23),Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250 B0,,,t ≤ 20,1.0,1.0,410,250.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,(23)
,Carbon steel,"Plate, bar, shapes",SA/IS 2062,E250C,,,t ≤ 20,1.0,1.0,410,250.0,NP,NP,343,343,CS–2,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,Smls. tube,SA/EN 10216–2,P265GH,,,16 < t ≤ 40,1.0,1.0,410,255.0,538,NP,538,NP,CS–2,"G10, S1, T1",117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,105.0,88.9,75.3,62.7,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Smls. tube,SA/EN 10216–2,P265GH,,,t ≤ 16,1.0,1.0,410,265.0,538,NP,538,NP,CS–2,"G10, S1, T1",117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,105.0,88.9,75.3,62.7,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Forgings,SA–181,,K03502,60,,1.0,1.0,415,205.0,538,371,538,343,CS–2,"G10, S1, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Castings,SA–216,WCA,J02502,,,1.0,1.0,415,205.0,538,371,538,343,CS–2,"G1, G10, G17, S1, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Forgings,SA–266,1,K03506,,,1.0,1.0,415,205.0,538,371,538,343,CS–2,"G10, S1, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Forgings,SA–350,LF1,K03009,1,,1.0,1.0,415,205.0,NP,371,538,343,CS–2,"G10, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Castings,SA–352,LCA,J02504,,,1.0,1.0,415,205.0,NP,371,NP,NP,CS–2,G17,118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,,,,,,,,,,,,,,,,,,,,,,
,Carbon steel,Cast pipe,SA–660,WCA,J02504,,,1.0,1.0,415,205.0,538,371,NP,NP,CS–2,"G1, G10, G17, S1, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,21.9,12.7,,,,,,,,,,,,,,,
,Carbon steel,Bar,SA–675,60,,,,1.0,1.0,415,205.0,454,371 (SPT),NP,NP,CS–2,"G10, G15, S1, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,,,,,,,,,,,,,,,,,,
,Carbon steel,Bar,SA–675,60,,,,1.0,1.0,415,205.0,NP,343 (Cl. 3 only),482,343,CS–2,"G10, G22, T2",118.0,118.0,118.0,118.0,118.0,118.0,114.0,107.0,104.0,101.0,97.8,89.1,75.4,62.6,45.5,31.6,,,,,,,,,,,,,,,,,
